1,PUT bench_t3_client_file_2.txt,40968959605,40968959673,40968960302,0.068,0.697
0,PUT bench_t0_client_file_1.txt,40968959349,40968959416,40968960283,0.066,0.933
2,PUT bench_t2_tiger.gdt,40968959672,40968959741,40968960921,0.068,1.248
6,PUT bench_t7_client_file_7.txt,40968961140,40968961297,40968961896,0.156,0.756
5,PUT bench_t5_client_file_2.txt,40968961037,40968961215,40968961796,0.178,0.758
7,GET bench_t0_client_file_4.txt,40968962337,40968962361,40968962520,0.024,0.183
4,PUT bench_t4_client_file_0.txt,40968960937,40968961136,40968962228,0.198,1.290
3,PUT bench_t1_client_file_7.txt,40968960722,40968960807,40968962615,0.085,1.893
10,GET bench_t3_client_file_3.txt,40968962929,40968963013,40968963113,0.083,0.183
8,GET bench_t2_client_file_6.txt,40968962676,40968962691,40968963317,0.014,0.641
9,PUT bench_t6_tiger.gdt,40968962872,40968962890,40968963397,0.018,0.524
14,GET bench_t1_client_file_6.txt,40968963792,40968963800,40968963927,0.008,0.135
12,GET bench_t7_tiger.gdt,40968963678,40968963697,40968964101,0.018,0.423
11,GET bench_t5_client_file_6.txt,40968963534,40968963554,40968964153,0.020,0.619
15,PUT bench_t0_client_file_1.txt,40968964296,40968964425,40968964633,0.128,0.336
17,PUT bench_t3_tiger_is_back.gdt,40968964417,40968964800,40968965035,0.382,0.618
18,PUT bench_t7_client_file_5.txt,40968964974,40968965166,40968965407,0.191,0.432
13,GET bench_t4_client_file_7.txt,40968963731,40968963744,40968964293,0.013,0.562
21,GET bench_t3_client_file_2.txt,40968965840,40968965912,40968966004,0.072,0.164
19,PUT bench_t4_client_file_6.txt,40968965492,40968965517,40968966344,0.025,0.851
16,GET bench_t6_client_file_5.txt,40968964365,40968964713,40968964800,0.347,0.434
22,PUT bench_t6_client_file_2.txt,40968966378,40968966418,40968966709,0.039,0.331
20,PUT bench_t5_tiger_is_back.gdt,40968965677,40968965696,40968966729,0.018,1.052
23,PUT bench_t1_tiger_is_back.gdt,40968966503,40968966651,40968966920,0.148,0.417
25,GET bench_t7_client_file_5.txt,40968966564,40968966882,40968966954,0.318,0.390
24,PUT bench_t2_tiger.gdt,40968966531,40968966671,40968966929,0.140,0.398
26,PUT bench_t3_tiger.gdt,40968966840,40968966903,40968967362,0.063,0.522
27,GET bench_t4_client_file_7.txt,40968967384,40968967418,40968967507,0.034,0.123
28,GET bench_t6_tiger_is_back.gdt,40968967424,40968967488,40968967581,0.064,0.157
30,GET bench_t5_client_file_7.txt,40968967861,40968968057,40968968228,0.196,0.367
31,GET bench_t1_client_file_0.txt,40968967905,40968968062,40968968261,0.156,0.356
34,GET bench_t0_tiger_is_back.gdt,40968968025,40968968318,40968968386,0.293,0.361
33,PUT bench_t7_client_file_5.txt,40968967976,40968968291,40968968443,0.315,0.466
35,PUT bench_t6_client_file_5.txt,40968968154,40968968442,40968968608,0.288,0.453
