0,PUT bench_t1_tiger_is_back.gdt,40950779890,40950779929,40950780098,0.039,0.208
2,PUT bench_t0_client_file_1.txt,40950779941,40950779966,40950780078,0.025,0.137
1,PUT bench_t3_client_file_3.txt,40950779920,40950779950,40950780099,0.029,0.179
3,PUT bench_t4_client_file_1.txt,40950779958,40950780171,40950780226,0.212,0.268
4,PUT bench_t2_client_file_7.txt,40950779988,40950780171,40950780309,0.183,0.321
5,PUT bench_t5_client_file_2.txt,40950780020,40950780180,40950780249,0.160,0.229
6,PUT bench_t6_client_file_6.txt,40950780032,40950780335,40950780387,0.303,0.355
7,PUT bench_t7_client_file_7.txt,40950780043,40950780360,40950780430,0.316,0.387
8,GET bench_t1_client_file_1.txt,40950780436,40950780440,40950780471,0.003,0.035
9,GET bench_t5_client_file_4.txt,40950780495,40950780524,40950780592,0.029,0.096
11,GET bench_t3_client_file_7.txt,40950780662,40950780682,40950780722,0.020,0.060
12,GET bench_t6_tiger_is_back.gdt,40950780678,40950780685,40950780728,0.006,0.049
10,GET bench_t0_client_file_4.txt,40950780645,40950780650,40950780682,0.005,0.037
13,GET bench_t7_client_file_1.txt,40950780702,40950780755,40950780794,0.053,0.091
14,GET bench_t2_client_file_5.txt,40950781042,40950781047,40950781197,0.005,0.154
15,PUT bench_t1_tiger_is_back.gdt,40950781061,40950781066,40950781129,0.005,0.068
16,PUT bench_t5_client_file_7.txt,40950781076,40950781084,40950781284,0.008,0.207
18,PUT bench_t0_client_file_6.txt,40950781120,40950781233,40950781306,0.112,0.185
20,PUT bench_t6_client_file_1.txt,40950781150,40950781329,40950781446,0.179,0.296
17,PUT bench_t3_client_file_5.txt,40950781092,40950781156,40950781450,0.063,0.358
21,PUT bench_t2_tiger_is_back.gdt,40950781236,40950781349,40950781533,0.113,0.296
23,GET bench_t5_tiger.gdt,40950781425,40950781768,40950781837,0.342,0.411
19,PUT bench_t7_client_file_2.txt,40950781133,40950781249,40950781553,0.116,0.419
26,GET bench_t3_client_file_3.txt,40950781868,40950781899,40950781930,0.031,0.061
24,GET bench_t0_client_file_4.txt,40950781767,40950781778,40950781987,0.011,0.220
22,GET bench_t1_client_file_0.txt,40950781388,40950781733,40950781897,0.344,0.508
25,GET bench_t6_client_file_6.txt,40950781829,40950781876,40950782048,0.047,0.218
27,GET bench_t2_tiger_is_back.gdt,40950782087,40950782092,40950782127,0.004,0.040
29,PUT bench_t1_client_file_3.txt,40950782120,40950782148,40950782198,0.027,0.077
30,PUT bench_t5_tiger.gdt,40950782133,40950782159,40950782225,0.026,0.091
28,GET bench_t7_client_file_4.txt,40950782104,40950782136,40950782161,0.032,0.057
31,PUT bench_t3_client_file_6.txt,40950782183,40950782247,40950782318,0.064,0.134
32,PUT bench_t6_tiger_is_back.gdt,40950782197,40950782249,40950782440,0.052,0.243
